text,clean_text,label,binary_label
Membenarkannya jika sesuai dengan kenyataan.,membenarkannya jika sesuai dengan kenyataan.,No Distortion,Tidak
$Saya berpikir saya adalah orang yang gampang menyerah$ dan gampang untuk bangkit kembali,$saya berpikir saya adalah orang yang gampang menyerah$ dan gampang untuk bangkit kembali,Labeling,Ya
Ketika saya putus dengan pacar saya karena $saya merasa dia selingkuh. Beberapa hari kemudian terbukti benar ia selingkuh$,ketika saya putus dengan pacar saya karena $saya merasa dia selingkuh. beberapa hari kemudian terbukti benar ia selingkuh$,Emotional Reasoning,Ya
"Ketika saya mencoba mempresentasikan tugas kelompok, namun saya berpikir bahwa $saya yang paling terlihat gugup di antara teman sekelompok saya$","ketika saya mencoba mempresentasikan tugas kelompok, namun saya berpikir bahwa $saya yang paling terlihat gugup di antara teman sekelompok saya$",Labeling,Ya
"Saat angkatan ekstra organisasi saya gagal memenuhi jumlah yang di tentukan oleh kakak kelas saya, sehingga $saya menjadi merasa bahwa itu salah saya$ karena saya menjadi salah satu yang di anggap pantas seharusnya untuk ikut menjadi kandidat mewakili organisasi saya.","saat angkatan ekstra organisasi saya gagal memenuhi jumlah yang di tentukan oleh kakak kelas saya, sehingga $saya menjadi merasa bahwa itu salah saya$ karena saya menjadi salah satu yang di anggap pantas seharusnya untuk ikut menjadi kandidat mewakili organisasi saya.",Personalization and Blame,Ya
Saya sering dikatakan disiplin tapi saya juga sering dikatakan pemalas dikarenakan tidak keluar kamar??,saya sering dikatakan disiplin tapi saya juga sering dikatakan pemalas dikarenakan tidak keluar kamar??,No Distortion,Tidak
Aku bahkan takut melihat keluargaku sendiri.,aku bahkan takut melihat keluargaku sendiri.,Magnification or Minimization,Ya
memikirkan kritikan tentang gambar yang telah saya buat selama 2 hari,memikirkan kritikan tentang gambar yang telah saya buat selama 2 hari,No Distortion,Tidak
Saat sekolah saya mendapat nilai 97 dan tertinggi dari seluruh kelas namun saya kurang puas karena merasa kenapa saya tidak dapat mendapat 100 bulat kenapa harus 97.,saat sekolah saya mendapat nilai 97 dan tertinggi dari seluruh kelas namun saya kurang puas karena merasa kenapa saya tidak dapat mendapat 100 bulat kenapa harus 97.,No Distortion,Tidak
Saya hanya ingin mencari tahu suatu kebenaran agar tidak terjadi perselisihan antara sesama teman,saya hanya ingin mencari tahu suatu kebenaran agar tidak terjadi perselisihan antara sesama teman,No Distortion,Tidak
"Saya sangat Merasa Gagal saat Kk kandung Di panggil tuhan Di situ saya merasa gagal megurus kk saya, Sakit hati","saya sangat merasa gagal saat kk kandung di panggil tuhan di situ saya merasa gagal megurus kk saya, sakit hati",No Distortion,Tidak
"Kakak saya dulu bercerita pada saya betapa kerasnya hidup ini,dia bercerita jangan sampai nanti salah jurusan seperti dia,karena saya dulu bercita²menjadi se orang polisi dan tidak sanggup untuk menjalani latihannya,dan sekarang saya berfokus kepada minat saya,yaitu di bidang IT","kakak saya dulu bercerita pada saya betapa kerasnya hidup ini,dia bercerita jangan sampai nanti salah jurusan seperti dia,karena saya dulu bercita²menjadi se orang polisi dan tidak sanggup untuk menjalani latihannya,dan sekarang saya berfokus kepada minat saya,yaitu di bidang it",No Distortion,Tidak
"- saya di tolak ketika wawancara seleksi kepanitiaan, saya merasa malas mengikuti wawancara kepanitiaan yang lain karena takut tertolak lagi

- saya pernah menyukai seseorang yang hanya menganggap saya temen dekatnya saja. Mulai dari situ, saya berpikir bahwa $""seharusnya dari awal, aku tidak boleh menyukai dia“$","- saya di tolak ketika wawancara seleksi kepanitiaan, saya merasa malas mengikuti wawancara kepanitiaan yang lain karena takut tertolak lagi - saya pernah menyukai seseorang yang hanya menganggap saya temen dekatnya saja. mulai dari situ, saya berpikir bahwa $""seharusnya dari awal, aku tidak boleh menyukai dia“$",Should statement,Ya
$Seharusnya belajar lebih giat lagi di waktu sebelumnya$,$seharusnya belajar lebih giat lagi di waktu sebelumnya$,Should statement,Ya
"ketika saya ditunjuk menajdi pemimpin suatu organisasi, saya meminta bantuan anggota untuk mengerjakan dobsecnya. $tetapi saya berfikir bahwa mereka menganggap saya bossy$ padahal tidak terbukti faktanya","ketika saya ditunjuk menajdi pemimpin suatu organisasi, saya meminta bantuan anggota untuk mengerjakan dobsecnya. $tetapi saya berfikir bahwa mereka menganggap saya bossy$ padahal tidak terbukti faktanya",Mind Reading,Ya
saya melihat kesuksesan seseorang di dapat jika di lingkungannya terdapat dukungan dri orang tua baik secara kasih sayang maupun financial akan memiliki masa depan yang lebih cerah karena secara mental anak tersebut baik-baik saja. Bera dengan keadaan orang tua yang tidak mendukung anaknya tpi malah menciptakan tekanan pada anak tersebut karena mentalnya kurang kuat,saya melihat kesuksesan seseorang di dapat jika di lingkungannya terdapat dukungan dri orang tua baik secara kasih sayang maupun financial akan memiliki masa depan yang lebih cerah karena secara mental anak tersebut baik-baik saja. bera dengan keadaan orang tua yang tidak mendukung anaknya tpi malah menciptakan tekanan pada anak tersebut karena mentalnya kurang kuat,No Distortion,Tidak
Saya pernah dapat pujian saat memenangn olahraga wood bal $saya terus memikirkan satu komentar negatif tersebut dan mengabaikan lebih banyak pujian yang diterimanya$,saya pernah dapat pujian saat memenangn olahraga wood bal $saya terus memikirkan satu komentar negatif tersebut dan mengabaikan lebih banyak pujian yang diterimanya$,Mental filter,Ya
"Pada saat saya ikut lomba paduan suara, saya melakukan beberapa kesalahan yang membuat grup saya mendapatkan posisi 3 saat itu, setelah itu saya berpikir $seharusnya aku berlatih dengan lebih keras agar tidak terjadi kesalahan$","pada saat saya ikut lomba paduan suara, saya melakukan beberapa kesalahan yang membuat grup saya mendapatkan posisi 3 saat itu, setelah itu saya berpikir $seharusnya aku berlatih dengan lebih keras agar tidak terjadi kesalahan$",Should statement,Ya
Saya berpikir $saya orang yang malas$ karena saya selalu menunda sesuatu karena saya tau masih ada waktu untuk mengerjakan hal tersebut.( saya sering mengerjakan sesuatu mepet DL),saya berpikir $saya orang yang malas$ karena saya selalu menunda sesuatu karena saya tau masih ada waktu untuk mengerjakan hal tersebut.( saya sering mengerjakan sesuatu mepet dl),Labeling,Ya
Sering terjadi pada mata pelajaran dimana saya berpikir bahwa mata pelajaran tersebut sangatlah gampang sehingga saya tidak berusaha untuk mendapatkan atau mengejar nilai Dan pada akhirnya saya kecewa Dan berpikir hal hal negatif serta menyalahkan melainkan merenungkan sifat saya,sering terjadi pada mata pelajaran dimana saya berpikir bahwa mata pelajaran tersebut sangatlah gampang sehingga saya tidak berusaha untuk mendapatkan atau mengejar nilai dan pada akhirnya saya kecewa dan berpikir hal hal negatif serta menyalahkan melainkan merenungkan sifat saya,No Distortion,Tidak
"Alvin menerima cukup banyak pujian atas presentasi proposal kegiatan yang Ia buat di depan pimpinan, namun salah satu anggota pimpinan memberikan komentar yang sedikit mengkritisi. Alvin terus memikirkan satu komentar negatif tersebut dan mengabaikan lebih banyak pujian yang diterimanya.","alvin menerima cukup banyak pujian atas presentasi proposal kegiatan yang ia buat di depan pimpinan, namun salah satu anggota pimpinan memberikan komentar yang sedikit mengkritisi. alvin terus memikirkan satu komentar negatif tersebut dan mengabaikan lebih banyak pujian yang diterimanya.",No Distortion,Tidak
"Tentunya saya pernah mengalami hal tersebut. Menurut pengalaman saya, ketika hal tersebut terjadi pada diri saya, hal pertama yang saya rasakan adalah kebingungan dan merasa bersalah. Namun, saya bercermin kembali pada apa yang telah saya lakukan pada kelompok atau hal tersebut, jika kontribusi yang saya lakukan sudah sesuai ketentuan yang ada (normalnya begitu) walaupun belum mendapatkan yang terbaik atau malah mengacu pada hal buruk, saya anggap saya tidak bersalah namun tetap ikut campur untuk mengetahui apa penyebab masalah tersebut. Artinya, sebagaimana pun kondisi saya terhadap masalah yang terjadi saya akan tetap mencari informasi mengenai penyebab masalah tersebut walaupun, nanti hasilnya adalah memang saya penyebabnya.","tentunya saya pernah mengalami hal tersebut. menurut pengalaman saya, ketika hal tersebut terjadi pada diri saya, hal pertama yang saya rasakan adalah kebingungan dan merasa bersalah. namun, saya bercermin kembali pada apa yang telah saya lakukan pada kelompok atau hal tersebut, jika kontribusi yang saya lakukan sudah sesuai ketentuan yang ada (normalnya begitu) walaupun belum mendapatkan yang terbaik atau malah mengacu pada hal buruk, saya anggap saya tidak bersalah namun tetap ikut campur untuk mengetahui apa penyebab masalah tersebut. artinya, sebagaimana pun kondisi saya terhadap masalah yang terjadi saya akan tetap mencari informasi mengenai penyebab masalah tersebut walaupun, nanti hasilnya adalah memang saya penyebabnya.",No Distortion,Tidak
pernah berbohong kepada orang tua teman karna sya yng mengajak untuk bermain mlm hari,pernah berbohong kepada orang tua teman karna sya yng mengajak untuk bermain mlm hari,No Distortion,Tidak
"Ketika suatu persoalan atau permasalahan yang saya hadapi, dimana orang-orang berpikir bawasannya hal itu bisa diselesaikan dengan mudah, tapi sekaan saya memikirkan permasalahan itu sangat besar masalahnya, yang harus diseriuskan.","ketika suatu persoalan atau permasalahan yang saya hadapi, dimana orang-orang berpikir bawasannya hal itu bisa diselesaikan dengan mudah, tapi sekaan saya memikirkan permasalahan itu sangat besar masalahnya, yang harus diseriuskan.",No Distortion,Tidak
"Ketika tidak diterima dalam seleksi lomba, ketika ada seleksi berikutnya menjadi pesimis.","ketika tidak diterima dalam seleksi lomba, ketika ada seleksi berikutnya menjadi pesimis.",No Distortion,Tidak
"Saya harus menjadi bintang di setiap acara, dan jika saya bukan bintangnya, sebaiknya tidak berpartisipasi dalam acara tersebut.","saya harus menjadi bintang di setiap acara, dan jika saya bukan bintangnya, sebaiknya tidak berpartisipasi dalam acara tersebut.",All-or-nothing,Ya
Ketika saya mengikuti lomba yang menurut saya itu bisa dilakukan atas kemampuan saya namun $saya tidak memenangkan lomba tersebut maka saya merasa gagal dan menyalahkan diri saya.$,ketika saya mengikuti lomba yang menurut saya itu bisa dilakukan atas kemampuan saya namun $saya tidak memenangkan lomba tersebut maka saya merasa gagal dan menyalahkan diri saya.$,Personalization and Blame,Ya
saya barusan melihat seorang ibu mengemis di sebelah kaca mobil saya namun saya hiraukan . setelah dia meminta di mobil yg lainya saya melihat anak kecil disamping dia yg merupakan anaknya yg baru saja pulang sekolah dan menemani ibunya menangis .setelah kejadian itu saya merasakan penyesalan yg sangat dalam dan mrasa diri saya sangat berdosa karena hal itu,saya barusan melihat seorang ibu mengemis di sebelah kaca mobil saya namun saya hiraukan . setelah dia meminta di mobil yg lainya saya melihat anak kecil disamping dia yg merupakan anaknya yg baru saja pulang sekolah dan menemani ibunya menangis .setelah kejadian itu saya merasakan penyesalan yg sangat dalam dan mrasa diri saya sangat berdosa karena hal itu,No Distortion,Tidak
Kalau saya menerima hal yang positif atau negatif saya hari mengetahui informasi apa yang disampaikan oleh komunikator sebelum mengetahui informasi apakah positif atau negatif.,kalau saya menerima hal yang positif atau negatif saya hari mengetahui informasi apa yang disampaikan oleh komunikator sebelum mengetahui informasi apakah positif atau negatif.,No Distortion,Tidak
Saya berasumsi dia benar-benar tidak menyukai saya dan tidak ingin bergaul dengan saya karena itulah yang diungkapkan oleh perasaan saya.,saya berasumsi dia benar-benar tidak menyukai saya dan tidak ingin bergaul dengan saya karena itulah yang diungkapkan oleh perasaan saya.,Emotional Reasoning,Ya
"Dulu $saya sering berprestasi dan sering dipuji atas prestasi saya, namun ada satu orang yang selalu mengkritik penampilan saya, sehingga fokus saya yang dulu berprestasi menjadi harjs memperbaiki pdnampilan diri.$","dulu $saya sering berprestasi dan sering dipuji atas prestasi saya, namun ada satu orang yang selalu mengkritik penampilan saya, sehingga fokus saya yang dulu berprestasi menjadi harjs memperbaiki pdnampilan diri.$",Mental filter,Ya
"Saya memiliki nilai buruk, $saya merasa seharusnya saya belajar dengan lebih baik lagi atau menghabiskan lebih banyak waktu$","saya memiliki nilai buruk, $saya merasa seharusnya saya belajar dengan lebih baik lagi atau menghabiskan lebih banyak waktu$",Should statement,Ya
"Saya bisa dapat di UNUD dengan jalur SNBT sebenarnya sudah sangat bagus dan memuaskan, namun $yg lolos dengan jalur itu juga banyak bukan hanya saya jadi menurut saya sebenarnya untuk menembus UNUD Psikologi itu mudah$","saya bisa dapat di unud dengan jalur snbt sebenarnya sudah sangat bagus dan memuaskan, namun $yg lolos dengan jalur itu juga banyak bukan hanya saya jadi menurut saya sebenarnya untuk menembus unud psikologi itu mudah$",Discounting the positives,Ya
"Saat terjadi konflik keluarga, $saya sering merasa bahwa saya adalah penyebab masalah tersebut.$","saat terjadi konflik keluarga, $saya sering merasa bahwa saya adalah penyebab masalah tersebut.$",Mind Reading,Ya
"di mana saya kehilangan sesuatu pekerjaan yang saya sukai . Awalnya, saya melihat kehilangan pekerjaan ini sebagai satu-satunya kejadian negatif yang harus saya hadapi pada saat itu. Namun, karena perasaan yang gelisah dan kebingungan","di mana saya kehilangan sesuatu pekerjaan yang saya sukai . awalnya, saya melihat kehilangan pekerjaan ini sebagai satu-satunya kejadian negatif yang harus saya hadapi pada saat itu. namun, karena perasaan yang gelisah dan kebingungan",No Distortion,Tidak
"“Jika Anda tidak menguasai bahasa tersebut, Anda tidak akan sukses.”","“jika anda tidak menguasai bahasa tersebut, anda tidak akan sukses.”",All-or-nothing,Ya
"Saat saya dekat dengan seseorang saya kira dia orang baik ternyata tidak sesuai ekspetasi saya, jadi saya memilih tidak berinteraksi sama sekali dengan dia","saat saya dekat dengan seseorang saya kira dia orang baik ternyata tidak sesuai ekspetasi saya, jadi saya memilih tidak berinteraksi sama sekali dengan dia",No Distortion,Tidak
Saat membuat sebuah karya dari bahan bekas dengan berkelompok beberapa teman saya memuji karya saya dan salah satu teman saya mengkritik ada bagian yg kurang rapi jadinya temen” yg awalannya mengatakan bagus jadi tergiring opini,saat membuat sebuah karya dari bahan bekas dengan berkelompok beberapa teman saya memuji karya saya dan salah satu teman saya mengkritik ada bagian yg kurang rapi jadinya temen” yg awalannya mengatakan bagus jadi tergiring opini,No Distortion,Tidak
"Ketika seleksi tim, $ada kalanya saya berpikiran seharusnya saya lebih percaya diri ketika bermain$","ketika seleksi tim, $ada kalanya saya berpikiran seharusnya saya lebih percaya diri ketika bermain$",Should statement,Ya
"Saya mendapatkan juara 1 lomba makan kerupuk pada babak 1 ketika babak final saya mendapatkan juara 3 pada lomba makan kerupuk saya melakukan kesalahan yang sangat besar dalam perlombaan itu ""walau hanya sebuah perlombaan""","saya mendapatkan juara 1 lomba makan kerupuk pada babak 1 ketika babak final saya mendapatkan juara 3 pada lomba makan kerupuk saya melakukan kesalahan yang sangat besar dalam perlombaan itu ""walau hanya sebuah perlombaan""",No Distortion,Tidak
Adik saya terjatuh saat bermain dengan saya,adik saya terjatuh saat bermain dengan saya,No Distortion,Tidak
"waktuni pernah sepak bola didalam kelas, awal sepak bola itu karna saya yg memulainya terlebih dahulu. Kemudian teman mengikutinya. lalu tanpa disengaja teman menendang bola mengenai kaca sekolah. disitu saya bersama 4 teman saya dipanggil ke ruang guru, dan diminta untuk mengganti kaca yg telah pecah, jika tidak diganti maka orang tua kami akan dipanggil ke sekolah. jadi saya merasa saya yang menyebabkan masalah awal itu terjadi.","waktuni pernah sepak bola didalam kelas, awal sepak bola itu karna saya yg memulainya terlebih dahulu. kemudian teman mengikutinya. lalu tanpa disengaja teman menendang bola mengenai kaca sekolah. disitu saya bersama 4 teman saya dipanggil ke ruang guru, dan diminta untuk mengganti kaca yg telah pecah, jika tidak diganti maka orang tua kami akan dipanggil ke sekolah. jadi saya merasa saya yang menyebabkan masalah awal itu terjadi.",No Distortion,Tidak
Dalam perlombahan lari saya pernah ikut dan berpikir $harus menang dalam pertandingan$,dalam perlombahan lari saya pernah ikut dan berpikir $harus menang dalam pertandingan$,Should statement,Ya
"Ketika saya berbohong dan mencuri sesuatu yg kecil, menyebabkan banyak kejadian negatif lainnya yg lebih besar. Saya hingga pernah mencuri di sebuah mall.","ketika saya berbohong dan mencuri sesuatu yg kecil, menyebabkan banyak kejadian negatif lainnya yg lebih besar. saya hingga pernah mencuri di sebuah mall.",No Distortion,Tidak
Aku adalah orang yang tidak mudah untuk mengungkapkan isi pikiran sendiri,aku adalah orang yang tidak mudah untuk mengungkapkan isi pikiran sendiri,No Distortion,Tidak
Saya pernah mengira saya membawa sial.,saya pernah mengira saya membawa sial.,Emotional Reasoning,Ya
"Saat saya sedang diet, mungkin sehari dua hari pola makan masih sehat namun saat setelah seminggu, dua minggu pola makan saya kembali berantakan dan saat saya ingin memulai diet kembali pasti $selalu beranggapan bahwa ujung’ nya bakalan sama saja seperti pengalaman kemarin$","saat saya sedang diet, mungkin sehari dua hari pola makan masih sehat namun saat setelah seminggu, dua minggu pola makan saya kembali berantakan dan saat saya ingin memulai diet kembali pasti $selalu beranggapan bahwa ujung’ nya bakalan sama saja seperti pengalaman kemarin$",Overgeneralization,Ya
Kegagalan dalam mencapai sesuatu yang diinginkan,kegagalan dalam mencapai sesuatu yang diinginkan,No Distortion,Tidak
"saya pernah mengalami hal yang sama. kejadiannya saat pelajaran matematika, kebetulan saya dapat kelas yang siswa-siswanya jago matematika, sedangkan saya tidak terlalu. sehingga saat pembelajaran berlangsung saya merasa ketinggalan sehingga saya mempunyai permikiran bahwa $saya adalah orang yang gagal, kurang pandai, dan merasa bahwa saya tidak layak untuk berada disana.$","saya pernah mengalami hal yang sama. kejadiannya saat pelajaran matematika, kebetulan saya dapat kelas yang siswa-siswanya jago matematika, sedangkan saya tidak terlalu. sehingga saat pembelajaran berlangsung saya merasa ketinggalan sehingga saya mempunyai permikiran bahwa $saya adalah orang yang gagal, kurang pandai, dan merasa bahwa saya tidak layak untuk berada disana.$",Labeling,Ya
$Saya gagal sebagai seorang kakak$,$saya gagal sebagai seorang kakak$,Labeling,Ya
"Aku pernah menuduh teman ku mengambil hp saat jam istirahat, ketika aku kembali ke kelas aku mencari hp ku yang hilang. Kulihat dia tertawa dan menuduhnya mengambil hp ku dan tidak tahunya teman yg berada disebelah teman ku ini yang mengambilnya, ternyata teman ku tidak bersalah aku pun merasa bersalah kepada nya","aku pernah menuduh teman ku mengambil hp saat jam istirahat, ketika aku kembali ke kelas aku mencari hp ku yang hilang. kulihat dia tertawa dan menuduhnya mengambil hp ku dan tidak tahunya teman yg berada disebelah teman ku ini yang mengambilnya, ternyata teman ku tidak bersalah aku pun merasa bersalah kepada nya",No Distortion,Tidak
"""Mengapa temanku lebih memilih bekerja daripada kuliah disaat orangtuanya masih mampu mencari uang?""","""mengapa temanku lebih memilih bekerja daripada kuliah disaat orangtuanya masih mampu mencari uang?""",No Distortion,Tidak
Saya merasa yakin bahwa restoran lokal adalah tempat terbaik untuk makan malam hanya karena saya merasakan suasana dan suasananya sangat menyenangkan dan menyenangkan.,saya merasa yakin bahwa restoran lokal adalah tempat terbaik untuk makan malam hanya karena saya merasakan suasana dan suasananya sangat menyenangkan dan menyenangkan.,Emotional Reasoning,Ya
Temanku tidak mau menyapa ketemu di jalan $saya kira dia sombong$ ternyata di lupa kalau pernah 1 kelas sama saya,temanku tidak mau menyapa ketemu di jalan $saya kira dia sombong$ ternyata di lupa kalau pernah 1 kelas sama saya,Mind Reading,Ya
ketika saya mendapatkan nilai besar di uts atau uas namun saya jaarang aktif dikelas saya cenderung memikirkan hal itu,ketika saya mendapatkan nilai besar di uts atau uas namun saya jaarang aktif dikelas saya cenderung memikirkan hal itu,No Distortion,Tidak
$mendapat nilai 70 satu mata pelajaran sedang kan pelajaran lain 90 tapi bergokus pada yg 70$,$mendapat nilai 70 satu mata pelajaran sedang kan pelajaran lain 90 tapi bergokus pada yg 70$,Mental filter,Ya
"$seharusnya aku tetap berkomunikasi dengan sahabat lama ku$, pasti aku sekarang masih bisa berkomukasi dengan dia sekarang","$seharusnya aku tetap berkomunikasi dengan sahabat lama ku$, pasti aku sekarang masih bisa berkomukasi dengan dia sekarang",Should statement,Ya
"Ketika saya dengan 3 sahabat saya berencana bertemu di suatu cafe. Saya sudah menunggu 10 menit tapi mereka belum datang, akhirnya saya kesal ketika saya mau pergi mereka datang membawakan kue ulang tahun saya, ternyata mereka sedang membeli kue namun terkena macet, saya jadi merasa bersalah dan sangat berterima kasih kepada mereka","ketika saya dengan 3 sahabat saya berencana bertemu di suatu cafe. saya sudah menunggu 10 menit tapi mereka belum datang, akhirnya saya kesal ketika saya mau pergi mereka datang membawakan kue ulang tahun saya, ternyata mereka sedang membeli kue namun terkena macet, saya jadi merasa bersalah dan sangat berterima kasih kepada mereka",No Distortion,Tidak
merasa benci karena temanku ini aneh tidak paham cara bercandanya,merasa benci karena temanku ini aneh tidak paham cara bercandanya,No Distortion,Tidak
Saya pernah meminjam barang milik teman saya dan ketika mengembalikan saya mengatakan padanya akan meletakkan barang tersebut di laci mejanya dan ternyata besok nya barang nya hilang dan saya terpaksa harus mengganti barang tersebut dan $saya menyimpulkan bahwa teman sebangku nya yang mengambil barang tersebut.$,saya pernah meminjam barang milik teman saya dan ketika mengembalikan saya mengatakan padanya akan meletakkan barang tersebut di laci mejanya dan ternyata besok nya barang nya hilang dan saya terpaksa harus mengganti barang tersebut dan $saya menyimpulkan bahwa teman sebangku nya yang mengambil barang tersebut.$,Mind Reading,Ya
"pernah waktu lomba ml tim aku kalah, padahal bukan aku yang buat tim itu kalah, akan tetapi karena saya yang paling jago jadi saya merasa bertanggung jawab tidak bisa menggendong tim saya","pernah waktu lomba ml tim aku kalah, padahal bukan aku yang buat tim itu kalah, akan tetapi karena saya yang paling jago jadi saya merasa bertanggung jawab tidak bisa menggendong tim saya",Personalization and Blame,Ya
Ayu tidak mendapatkan kesempatan dalam memperbaiki kesalahannya. Dia berpikir “ aku sepertinya tidak akan mendapatkan kesempatan memperbaiki kesalahan di masa depan”,ayu tidak mendapatkan kesempatan dalam memperbaiki kesalahannya. dia berpikir “ aku sepertinya tidak akan mendapatkan kesempatan memperbaiki kesalahan di masa depan”,No Distortion,Tidak
Saya mendapatkan nilai B dalam mata kuliah dan saya kecewa karena menurut saya harusnya saya mendapatkan A tetapi saya melihat lagi bahwa saya telah melakukannya dengan baik tapi masih kurang memuaskan,saya mendapatkan nilai b dalam mata kuliah dan saya kecewa karena menurut saya harusnya saya mendapatkan a tetapi saya melihat lagi bahwa saya telah melakukannya dengan baik tapi masih kurang memuaskan,No Distortion,Tidak
meira berpikir bahwa dirinya adalah orng buruk untuk tmn tmnnya karena dia tidak bisa menghibur tmn tmnnya yang lagi sedih bukan karena tidak mau tapi dia tidak pandai mengekspresikan diri kepada temennya,meira berpikir bahwa dirinya adalah orng buruk untuk tmn tmnnya karena dia tidak bisa menghibur tmn tmnnya yang lagi sedih bukan karena tidak mau tapi dia tidak pandai mengekspresikan diri kepada temennya,No Distortion,Tidak
"Saya pernah mempersangka buruk kepada teman saya akibat Dari pergaulannya yang sangat terbuka,akhirnya saya penasaran seperti apa sifat Asli Dari teman saya tersebut ternyata dia orangnya friendly Dan hidupnya itu dibawah enjoy walaupun permasalahan dalam hidupnya itu banyak.akhirnya saya memberanikan diri saya untuk mengakui bahwa saya pernah menuduh dia yang enggak “ akhirnya dia memberikan motivasi yang sangat baik kepada saya yang membuat saya mengerti apa arti dari kehidupan.","saya pernah mempersangka buruk kepada teman saya akibat dari pergaulannya yang sangat terbuka,akhirnya saya penasaran seperti apa sifat asli dari teman saya tersebut ternyata dia orangnya friendly dan hidupnya itu dibawah enjoy walaupun permasalahan dalam hidupnya itu banyak.akhirnya saya memberanikan diri saya untuk mengakui bahwa saya pernah menuduh dia yang enggak “ akhirnya dia memberikan motivasi yang sangat baik kepada saya yang membuat saya mengerti apa arti dari kehidupan.",No Distortion,Tidak
"ini sering sekali terjadi ketika selesai presentasi atau tampil di panggung atau lomba pidato, terasa seperti belum mengerahkan semaksimal mungkin padahal jika saja saya melakukannya dengan lebih maksimal lagi saya akan merasa lebih puas.","ini sering sekali terjadi ketika selesai presentasi atau tampil di panggung atau lomba pidato, terasa seperti belum mengerahkan semaksimal mungkin padahal jika saja saya melakukannya dengan lebih maksimal lagi saya akan merasa lebih puas.",No Distortion,Tidak
"Waktu itu di SMA saya, $saya selaku bagian dari penyelenggara suatu event kurang memahami dan membuat event pada hari itu tidak berjalan sesuai perencanaan di awal dan hal itu membuat saya merasa bersalah$","waktu itu di sma saya, $saya selaku bagian dari penyelenggara suatu event kurang memahami dan membuat event pada hari itu tidak berjalan sesuai perencanaan di awal dan hal itu membuat saya merasa bersalah$",Personalization and Blame,Ya
"$Adik saya mendapat nilai B+ (diantara nilai A yang ia dapatkan pada matakuliah lain), Ia berpikir gagal dalam melaksanakan perkuliahannya pada semester tersebut.$","$adik saya mendapat nilai b+ (diantara nilai a yang ia dapatkan pada matakuliah lain), ia berpikir gagal dalam melaksanakan perkuliahannya pada semester tersebut.$",Magnification or Minimization,Ya
"Teman saya mengatakan bahwa saya tidak dapat ikut acara pelantikan OSIS baru karena saya harus melakukan potong gigi pada tanggal yang sama. $Saya merasa teman saya tidak ingin menunggu saya, padahal saya sudah bilang saya akan menyusul.$ $Saya merasa pada saat itu bahwa teman saya tidak menyukai saya lagi.$","teman saya mengatakan bahwa saya tidak dapat ikut acara pelantikan osis baru karena saya harus melakukan potong gigi pada tanggal yang sama. $saya merasa teman saya tidak ingin menunggu saya, padahal saya sudah bilang saya akan menyusul.$ $saya merasa pada saat itu bahwa teman saya tidak menyukai saya lagi.$",Mind Reading,Ya
Seharusnya aku tidak sering berjudi,seharusnya aku tidak sering berjudi,No Distortion,Tidak
Saya pernah berpikir jika saya menyukai seorang itu hanya sementara saja. Saya sering mengabaikan perasaan tersebut karena saya menganggap ketika saya menyukai seseorang itu hanya sementara,saya pernah berpikir jika saya menyukai seorang itu hanya sementara saja. saya sering mengabaikan perasaan tersebut karena saya menganggap ketika saya menyukai seseorang itu hanya sementara,No Distortion,Tidak
Dalam membaca berita saya terkadang seperti itu,dalam membaca berita saya terkadang seperti itu,No Distortion,Tidak
Saya harus berfokus Dalami Pujian dari orang lain meskin pun itu pujian baik atau tidak baik harus menerimanya,saya harus berfokus dalami pujian dari orang lain meskin pun itu pujian baik atau tidak baik harus menerimanya,No Distortion,Tidak
Saya kurang mengerti dengan pertanyaan ini,saya kurang mengerti dengan pertanyaan ini,No Distortion,Tidak
Saya ditolak dan teman lain menerimanya dan saya merasa tidak diterima.,saya ditolak dan teman lain menerimanya dan saya merasa tidak diterima.,Emotional Reasoning,Ya
tergantung dari pemahaman diri sendiri karena yang memutuskan untuk memilih apa yang benar atau yang salah itu adalah kita sendiri,tergantung dari pemahaman diri sendiri karena yang memutuskan untuk memilih apa yang benar atau yang salah itu adalah kita sendiri,No Distortion,Tidak
"Ketika saya mendapatkan juara saya sering di puji banyak orang, $tetapi ada juga orang yang ngomong kejuaranmu itu tidak ada gunanya, jadi saya lebih fokus pada kata tersebut dibandingkan kata pujian yang banyak saya terima$","ketika saya mendapatkan juara saya sering di puji banyak orang, $tetapi ada juga orang yang ngomong kejuaranmu itu tidak ada gunanya, jadi saya lebih fokus pada kata tersebut dibandingkan kata pujian yang banyak saya terima$",Mental filter,Ya
"Suatu peristiwa dalam hidup saya terjadi ketika saya sedang menghadapi ujian akhir semester yang sangat sulit di kuliah. $Saya merasa sangat tertekan dan khawatir bahwa jika saya tidak mendapatkan nilai tinggi, hal itu akan menghancurkan seluruh prospek karier dan masa depan saya.$","suatu peristiwa dalam hidup saya terjadi ketika saya sedang menghadapi ujian akhir semester yang sangat sulit di kuliah. $saya merasa sangat tertekan dan khawatir bahwa jika saya tidak mendapatkan nilai tinggi, hal itu akan menghancurkan seluruh prospek karier dan masa depan saya.$",Overgeneralization,Ya
Saya tidak mengikuti ujian akhir dengan baik dan kemudian saya pikir kuliah saya sudah selesai.,saya tidak mengikuti ujian akhir dengan baik dan kemudian saya pikir kuliah saya sudah selesai.,Magnification or Minimization,Ya
