text,clean_text,label,label_final,binary_label,label_merge
"Saat mengikuti lomba PKB 2021 menjadi presenter bahasa bali saya mendapatkan banyak komentar dari luar, $tetapi ada salah satu komentar yg membuat saya sakit hati dan saya melupakan semua pujian orang lain malah terus memikirkan hinaan tersebut.$","saat mengikuti lomba pkb 2021 menjadi presenter bahasa bali saya mendapatkan banyak komentar dari luar, $tetapi ada salah satu komentar yg membuat saya sakit hati dan saya melupakan semua pujian orang lain malah terus memikirkan hinaan tersebut.$",Mental filter,Mental filter,Ya,Mental filter → Ya
saya persis pernah merasakan seperti yang bunga rasakan,saya persis pernah merasakan seperti yang bunga rasakan,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Ketika terdapat kegiatan berkumpul sesama alumni SMA, terdapat teman saya yang tidak membalas salam dari saya, yang kemudian $saya berpikir bahwa teman tersebut sudah tidak ingin berbicara kepada saya.$ Padahal ternyata dia hanya tidak mendengar salam dari saya.","ketika terdapat kegiatan berkumpul sesama alumni sma, terdapat teman saya yang tidak membalas salam dari saya, yang kemudian $saya berpikir bahwa teman tersebut sudah tidak ingin berbicara kepada saya.$ padahal ternyata dia hanya tidak mendengar salam dari saya.",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
Saat mengambil keputusan untuk memilih universitas saat masuk ke dunia perkuliahan,saat mengambil keputusan untuk memilih universitas saat masuk ke dunia perkuliahan,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya tidak mendapat beasiswa, dimana keluarga saya dalam kondisi kekurangan ekonomi. Hal ini sangat menyulitkan apabila saya atau adik saya membutuhkan dana untuk pendidikan. Saya rasa ini kesalahan saya karena tidak cepat tanggap untuk mencari informasi seputar beasiswa","saya tidak mendapat beasiswa, dimana keluarga saya dalam kondisi kekurangan ekonomi. hal ini sangat menyulitkan apabila saya atau adik saya membutuhkan dana untuk pendidikan. saya rasa ini kesalahan saya karena tidak cepat tanggap untuk mencari informasi seputar beasiswa",Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
"Mungkin saya akan merasakan tidak enak dan saya akan menyendiri untuk memikirkan masalah itu, dan akan selalu kepikiran.","mungkin saya akan merasakan tidak enak dan saya akan menyendiri untuk memikirkan masalah itu, dan akan selalu kepikiran.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Ketika mendapatkan pengumuman bahwa saya tidak lolos SNBP di perguruan tinggi negeri, saya sedih, merenung berhari hari, dan merasakan penyesalan yang begitu mendalam mengenai mengapa saya kurang aktif berkompetisi saat SMA, mengapa ranking elligible saya tidak terlalu tinggi. $Kegagalan saya di SNBP tersebut sangat memukul mundur kepercayaan diri saya di bidang akademik, saya merasa sangat bodoh dan tidak pantas untuk berkuliah.$ Mungkin hal ini didorong oleh lingkungan media sosial saya yang begitu berfokus pada achievement perguruan tinggi negeri top dan teman-teman circle saya yang sudah diberi kesempatan untuk lolos di jalus SNBP. Sedangkan, saya tidak memiliki teman seperjuangan dalam tes SNBT. Saya merasa takut untuk daftar SNBT karena merasa potensi diri saya tidak sebaik dulu lagi. Namun, semua pikiran tersebut musnah ketika saya kembali menemukan teman-teman perjuangan saya yang berjuang dalam SNBT hingga mandiri. Seketika saya menyadari bahwa hal tersebut memang bukan rezeki saya dan pasti ada hikmah yang dapat saya petik dari hal tersebut.","ketika mendapatkan pengumuman bahwa saya tidak lolos snbp di perguruan tinggi negeri, saya sedih, merenung berhari hari, dan merasakan penyesalan yang begitu mendalam mengenai mengapa saya kurang aktif berkompetisi saat sma, mengapa ranking elligible saya tidak terlalu tinggi. $kegagalan saya di snbp tersebut sangat memukul mundur kepercayaan diri saya di bidang akademik, saya merasa sangat bodoh dan tidak pantas untuk berkuliah.$ mungkin hal ini didorong oleh lingkungan media sosial saya yang begitu berfokus pada achievement perguruan tinggi negeri top dan teman-teman circle saya yang sudah diberi kesempatan untuk lolos di jalus snbp. sedangkan, saya tidak memiliki teman seperjuangan dalam tes snbt. saya merasa takut untuk daftar snbt karena merasa potensi diri saya tidak sebaik dulu lagi. namun, semua pikiran tersebut musnah ketika saya kembali menemukan teman-teman perjuangan saya yang berjuang dalam snbt hingga mandiri. seketika saya menyadari bahwa hal tersebut memang bukan rezeki saya dan pasti ada hikmah yang dapat saya petik dari hal tersebut.",Labeling,All-or-nothing,Ya,Labeling → Ya
Ketika saya membuat orang tua saya kecewa disitu saya merasa bahwa saya telah melakukan kesalahan yang sangat fatal,ketika saya membuat orang tua saya kecewa disitu saya merasa bahwa saya telah melakukan kesalahan yang sangat fatal,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"ini dari cerita saya sendiri, pada saat ujian di SMA saya mendapatkan nilai yang sudah lumayan (87) namun pada saat itu saya berfikir seharusnya, saya menjawab pertanyaan nomor itu dengan jawaban ini, dan itu menjadi sebuah penyesalan","ini dari cerita saya sendiri, pada saat ujian di sma saya mendapatkan nilai yang sudah lumayan (87) namun pada saat itu saya berfikir seharusnya, saya menjawab pertanyaan nomor itu dengan jawaban ini, dan itu menjadi sebuah penyesalan",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya selalu ketakutan saat berbicara di depan publik tetapi saya berpikir untuk jangan takut,saya selalu ketakutan saat berbicara di depan publik tetapi saya berpikir untuk jangan takut,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Mungkin saat seseorang memberikan informasi yang tidak valid,mungkin saat seseorang memberikan informasi yang tidak valid,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Berkaitan dengan kegiatan yang menggunakan bahasa inggris, dari awal sudah takut untuk memulai dan tidak jadi di ambil","berkaitan dengan kegiatan yang menggunakan bahasa inggris, dari awal sudah takut untuk memulai dan tidak jadi di ambil",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"saya sempat berfikir bahwa teman saya ini aneh, tapi setelah mengenalnya ternyata teman saya ini tidak begitu.","saya sempat berfikir bahwa teman saya ini aneh, tapi setelah mengenalnya ternyata teman saya ini tidak begitu.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"saya bukan tipe yang memikirkan perkataan negatif orang lain, bahkan saya cenderung optimis walau hanya dengan satu pujian, tetapi ada kalanya saya merasa down dengan tersebarnya rumor-rumor negatif yang di sebarkan oleh orang yang tidak bertanggung jawab saat saya masih duduk di bangku SMA","saya bukan tipe yang memikirkan perkataan negatif orang lain, bahkan saya cenderung optimis walau hanya dengan satu pujian, tetapi ada kalanya saya merasa down dengan tersebarnya rumor-rumor negatif yang di sebarkan oleh orang yang tidak bertanggung jawab saat saya masih duduk di bangku sma",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"saya pernah menang dalam perlombaan pidato, lalu teman saya mengomentari hal yang sedikit mengkritik, hal tersebut menjadi beban pikiran saya","saya pernah menang dalam perlombaan pidato, lalu teman saya mengomentari hal yang sedikit mengkritik, hal tersebut menjadi beban pikiran saya",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Jika teman saya tidak ingin menjadi pacar saya, saya tidak ingin menjalin hubungan.","jika teman saya tidak ingin menjadi pacar saya, saya tidak ingin menjalin hubungan.",All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
Disaat saya salah memilih keputusan dan berakhir tidak yang seperti yang saya harapkan,disaat saya salah memilih keputusan dan berakhir tidak yang seperti yang saya harapkan,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saat itu saya dan teman-teman saya membuat sebuah pertunjukan pameran. Semua orang telah berusaha dan bekerjasama dengan baik. Namun, salah seorang teman saya membuat masalah dengan salah seorang alumni. Sehingga semua orang termasuk saya terpancing emosi. Saya saat itu lepas kendali, sehingga semua pekerjaan tidak bisa selesai dengan baik.","saat itu saya dan teman-teman saya membuat sebuah pertunjukan pameran. semua orang telah berusaha dan bekerjasama dengan baik. namun, salah seorang teman saya membuat masalah dengan salah seorang alumni. sehingga semua orang termasuk saya terpancing emosi. saya saat itu lepas kendali, sehingga semua pekerjaan tidak bisa selesai dengan baik.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Ketika menyapa teman dan ternyata teman tidak mendengar $saya langsung merasa dia sombong$,ketika menyapa teman dan ternyata teman tidak mendengar $saya langsung merasa dia sombong$,Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
Ketika saya masih di sekolah menengah saya sering mendapatkan juara dan banyak yang memuji saya. Tetapi ada salah satu teman saya yang malah mengatakan bahwa saya mendapatkan juara hanya karena dekat dengan teman saya yang juga menurutnya lebih pintar dari saya.,ketika saya masih di sekolah menengah saya sering mendapatkan juara dan banyak yang memuji saya. tetapi ada salah satu teman saya yang malah mengatakan bahwa saya mendapatkan juara hanya karena dekat dengan teman saya yang juga menurutnya lebih pintar dari saya.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
saya lupa mau menceritakan yg mana karna peristiwa negatif dlu banyak yg terjadi,saya lupa mau menceritakan yg mana karna peristiwa negatif dlu banyak yg terjadi,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Ketika saya bertemu kembali dengan teman lama saya, $saya sering merasa bahwa dia merasa hubungan kami tidak sedekat dulu,$ padahal ketika saya coba ajak berbicara kekhawatiran tersebut tidak benar adanya.","ketika saya bertemu kembali dengan teman lama saya, $saya sering merasa bahwa dia merasa hubungan kami tidak sedekat dulu,$ padahal ketika saya coba ajak berbicara kekhawatiran tersebut tidak benar adanya.",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
$mendapat nilai 70 satu mata pelajaran sedang kan pelajaran lain 90 tapi bergokus pada yg 70$,$mendapat nilai 70 satu mata pelajaran sedang kan pelajaran lain 90 tapi bergokus pada yg 70$,Mental filter,Mental filter,Ya,Mental filter → Ya
"Saya diterima di PTN yang jauh sekali dari rumah, $seharusnya saya tidak mengambilnya.$","saya diterima di ptn yang jauh sekali dari rumah, $seharusnya saya tidak mengambilnya.$",Should statement,Should statement,Ya,Should statement → Ya
"Saya merasa semua kegagalan yang saya dan tim alami disebabkan oleh nilai atau karma saya yang kurang kuat, tidak konsisten dalam belajar, dan terlalu ceroboh dalam berkompetisi.","saya merasa semua kegagalan yang saya dan tim alami disebabkan oleh nilai atau karma saya yang kurang kuat, tidak konsisten dalam belajar, dan terlalu ceroboh dalam berkompetisi.",Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
"Saya memiliki banyak teman. Saya berfikir
"" Apakah suatu saat mereka akan meninggalkan saya "".","saya memiliki banyak teman. saya berfikir "" apakah suatu saat mereka akan meninggalkan saya "".",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"$Saya perna di kucilkan di tempat kerja saya, dimana saat saya menyapa mereka malah mereka tidakeresponnya sama sekali.$","$saya perna di kucilkan di tempat kerja saya, dimana saat saya menyapa mereka malah mereka tidakeresponnya sama sekali.$",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
Saya tidak masuk ke sekolah pilihan saya. Saya merasa kurang dan kurang percaya diri.,saya tidak masuk ke sekolah pilihan saya. saya merasa kurang dan kurang percaya diri.,Mental filter,Mental filter,Ya,Mental filter → Ya
"sejak SMP saya selalu mendapatkan nilai yang rendah pada mata pelajaran IPA seperti Fisika, Kimia, dan Biologi jadi saat SMA semester 5 saya kaget karena nilai Biologi saya bagus dan $berpikir saya mendapat nilai bagus karena gurunya baik dan tidak pelit nilai bukan karena hasil belajar saya$","sejak smp saya selalu mendapatkan nilai yang rendah pada mata pelajaran ipa seperti fisika, kimia, dan biologi jadi saat sma semester 5 saya kaget karena nilai biologi saya bagus dan $berpikir saya mendapat nilai bagus karena gurunya baik dan tidak pelit nilai bukan karena hasil belajar saya$",Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
Disaat presentasi di depan kelas saya selalu kepikiran $seharusnya saya tidak membuat kesalahan.$ Karena saya merasa susah untuk berbicara dgn luwes. Hal tersebut yg membuat saya berfikir negatif pada diri sendiri.,disaat presentasi di depan kelas saya selalu kepikiran $seharusnya saya tidak membuat kesalahan.$ karena saya merasa susah untuk berbicara dgn luwes. hal tersebut yg membuat saya berfikir negatif pada diri sendiri.,Should statement,Should statement,Ya,Should statement → Ya
"saya aktif dalam mata kuliah A sedangkan tidak terlalu aktif dalam mata kuliah B, $saya merasa saya tidak pintar dalam mata kuliah B karena saya tidak aktif dikelas$","saya aktif dalam mata kuliah a sedangkan tidak terlalu aktif dalam mata kuliah b, $saya merasa saya tidak pintar dalam mata kuliah b karena saya tidak aktif dikelas$",Labeling,All-or-nothing,Ya,Labeling → Ya
Saya $hanya mau makan kalau itu makanan yang memang sesuai dengan keinginan dan selera saya selain dari itu saya tidak akan makan sama sekali$,saya $hanya mau makan kalau itu makanan yang memang sesuai dengan keinginan dan selera saya selain dari itu saya tidak akan makan sama sekali$,All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
"Dulu saya adalah seseorang yang memiliki ego tinggi, hubungan saya dengan seseorang menjadi kandas salah satunya karena ego saya yang tinggi tersebut, semua adalah salah dari saya","dulu saya adalah seseorang yang memiliki ego tinggi, hubungan saya dengan seseorang menjadi kandas salah satunya karena ego saya yang tinggi tersebut, semua adalah salah dari saya",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"1 peristiwa yang bisa saya ceritakan adalah ketika seseorang memberikan tanggapan negatif tentang saya, saya kira dia mempunyai masalah pribadi dengan saya. Padahal nyatanya hanya moodnya saja yg kurng bagus","1 peristiwa yang bisa saya ceritakan adalah ketika seseorang memberikan tanggapan negatif tentang saya, saya kira dia mempunyai masalah pribadi dengan saya. padahal nyatanya hanya moodnya saja yg kurng bagus",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya merasa kesal pada teman saya dan berpikir $“teman saya hanya memanfaatkan saya dan melupakan teman ketika bersama pacarnya”$ karena teman saya tidak bisa membaca kondisi disekitarnya.,saya merasa kesal pada teman saya dan berpikir $“teman saya hanya memanfaatkan saya dan melupakan teman ketika bersama pacarnya”$ karena teman saya tidak bisa membaca kondisi disekitarnya.,Labeling,All-or-nothing,Ya,Labeling → Ya
"di minta tolong untuk mengingatkan ikut seminar tapi karna lupa, dia jadi tidak ikut dan tidak mendapatkan sertif","di minta tolong untuk mengingatkan ikut seminar tapi karna lupa, dia jadi tidak ikut dan tidak mendapatkan sertif",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Sama seperti cerita saya saat sedang PKL, saat melakukan kesalahan, $saya berpikir bahwa seharusnya saya tidak membuat kesalahan tersebut$ dan itu membuat saya sedikit malas setiap kali pergi ke kantor untuk PKL.","sama seperti cerita saya saat sedang pkl, saat melakukan kesalahan, $saya berpikir bahwa seharusnya saya tidak membuat kesalahan tersebut$ dan itu membuat saya sedikit malas setiap kali pergi ke kantor untuk pkl.",Should statement,Should statement,Ya,Should statement → Ya
Saat saya melihat orang yang marah marah $saya menyimpulkan bahwa dia merupakan orang yang tidak bisa menahan emosi$,saat saya melihat orang yang marah marah $saya menyimpulkan bahwa dia merupakan orang yang tidak bisa menahan emosi$,Labeling,All-or-nothing,Ya,Labeling → Ya
"Saya dulu juara selalu di saat smp,tetapi pas sma nilai saya selalu naik turun yang membuat saya kurang percaya diris","saya dulu juara selalu di saat smp,tetapi pas sma nilai saya selalu naik turun yang membuat saya kurang percaya diris",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya pernah mengungkapkan perasaan suka kepada crush saya. Namun orang itu bilang kalau sekarang belum waktunya untuk pacaran dan mengajak saya untuk ayo saling mengenal terlebih dahulu. $Saya merasa bahwa dia tidak menyukai saya dan menolak perasaan saya.$,saya pernah mengungkapkan perasaan suka kepada crush saya. namun orang itu bilang kalau sekarang belum waktunya untuk pacaran dan mengajak saya untuk ayo saling mengenal terlebih dahulu. $saya merasa bahwa dia tidak menyukai saya dan menolak perasaan saya.$,Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Lolos tahap administrasi salah satu beasiswa, tetapi takut tidak lolos di tahap wawancara","lolos tahap administrasi salah satu beasiswa, tetapi takut tidak lolos di tahap wawancara",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Dibandingkan soal pencapaian, saya lebih sedih ketika $tetangga dan orang lain sering memuji saya sebagai anak yang rajin dan berbakti, tapi terkadang salah satu orang tua saya mengatakan bahwa saya orang yang mudah tersinggung. Di situ saya benar-benar merenungi diri$ dan bahkan terkadang sampai memberikan silent treatment dalam beberapa waktu karena saya berpikir seburuk itukah karakter saya di mata orang-orang paling terdekat saya.","dibandingkan soal pencapaian, saya lebih sedih ketika $tetangga dan orang lain sering memuji saya sebagai anak yang rajin dan berbakti, tapi terkadang salah satu orang tua saya mengatakan bahwa saya orang yang mudah tersinggung. di situ saya benar-benar merenungi diri$ dan bahkan terkadang sampai memberikan silent treatment dalam beberapa waktu karena saya berpikir seburuk itukah karakter saya di mata orang-orang paling terdekat saya.",Mental filter,Mental filter,Ya,Mental filter → Ya
"Ketika saya mengikuti lomba tetapi saya merasa karya saya seharusnya begini tetapi hasilnya tidaj memuaskan, membuat saya jengkel dan tidak mengikuti lomba lagi","ketika saya mengikuti lomba tetapi saya merasa karya saya seharusnya begini tetapi hasilnya tidaj memuaskan, membuat saya jengkel dan tidak mengikuti lomba lagi",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saat saya memanggil ibu saya beliau tidak menjawab. $Saya berpikir bahwa beliau sedang marah dengan saya$. Namun ternyata beliau sedang mengerjakan email yang penting,saat saya memanggil ibu saya beliau tidak menjawab. $saya berpikir bahwa beliau sedang marah dengan saya$. namun ternyata beliau sedang mengerjakan email yang penting,Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
Saya tidak pernah bangga ketika dapat nilai 100 karena merasa masih banyak hal yang perlu dipelajari,saya tidak pernah bangga ketika dapat nilai 100 karena merasa masih banyak hal yang perlu dipelajari,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saat itu saya sedang ingin sekali masuk di jurusan kedokteran gigi, tetapi akhirnya saya mengikuti kemauan orang tua (ibu dan ayah tiri) untuk mengambil jurusan manajemen di universitas negeri daerah saya. Saat ini saya bekerja sebagai asisten dokter gigi di salah satu klinik gigi di kota saya yang akhirnya membuat saya tersadar bahwa ini hal yg saya inginkan sejak lama bukan mempelajarin manajemen tetapi menjadi dokter gigi. $Harusnya saya lebih tegas dengan pilihan sehingga sekarang tidak melakukan semuanya sebisanya.$","saat itu saya sedang ingin sekali masuk di jurusan kedokteran gigi, tetapi akhirnya saya mengikuti kemauan orang tua (ibu dan ayah tiri) untuk mengambil jurusan manajemen di universitas negeri daerah saya. saat ini saya bekerja sebagai asisten dokter gigi di salah satu klinik gigi di kota saya yang akhirnya membuat saya tersadar bahwa ini hal yg saya inginkan sejak lama bukan mempelajarin manajemen tetapi menjadi dokter gigi. $harusnya saya lebih tegas dengan pilihan sehingga sekarang tidak melakukan semuanya sebisanya.$",Should statement,Should statement,Ya,Should statement → Ya
"Saya pernah jadi ketua dalam suatu kelompok Tugas,kami semua anggota telah mengerjakan tugas yang menurut kami sudah sangat maksimal
Akan tetapi hasil yang kami peroleh 
Ternyata tidak sesuai dengan ekspektasi kamu yang menyebabkan nilai kami tidak bagus,saya sebagai ketua kelompok merasa bahwa saya yang salah dalam kelompok tersebut karna saya yang memimpin kelompoknya tersebut
Akan tetapi anggota kelompok saya mengatakan bahwa ini bukan sepenuhnya kesalahan saya karena ini merupakan tugas semua anggota kelompok.Hal ini membuat saya lebih tenang karna anggota kelompok saya percaya terhadap saya.","saya pernah jadi ketua dalam suatu kelompok tugas,kami semua anggota telah mengerjakan tugas yang menurut kami sudah sangat maksimal akan tetapi hasil yang kami peroleh ternyata tidak sesuai dengan ekspektasi kamu yang menyebabkan nilai kami tidak bagus,saya sebagai ketua kelompok merasa bahwa saya yang salah dalam kelompok tersebut karna saya yang memimpin kelompoknya tersebut akan tetapi anggota kelompok saya mengatakan bahwa ini bukan sepenuhnya kesalahan saya karena ini merupakan tugas semua anggota kelompok.hal ini membuat saya lebih tenang karna anggota kelompok saya percaya terhadap saya.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Peristiwanya ialah ketika teman saya marah kepada saya. $Saya langsung merasa seharusnya saya bisa mengerti dan sesuai dengan keinginan teman saya$,peristiwanya ialah ketika teman saya marah kepada saya. $saya langsung merasa seharusnya saya bisa mengerti dan sesuai dengan keinginan teman saya$,Should statement,Should statement,Ya,Should statement → Ya
"Saat pkkmb saya mengangkat tangan berkali-kali dalam sesi talk show, saat satu pembicara menunjuk saya namun mic runner salah memberi mic, $membuat saya kehilangan kesempatan untuk bertanya, dan saya merasa sangat kecewa dan tidak dianggap.$","saat pkkmb saya mengangkat tangan berkali-kali dalam sesi talk show, saat satu pembicara menunjuk saya namun mic runner salah memberi mic, $membuat saya kehilangan kesempatan untuk bertanya, dan saya merasa sangat kecewa dan tidak dianggap.$",Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
"Ketika saya mengetahui bahwa $pacar saya telah membohongi saya berkali kali , saya merasa masih banyak kurang baik untuknya.$ Baik dari segi ekonomi maupun fisik.","ketika saya mengetahui bahwa $pacar saya telah membohongi saya berkali kali , saya merasa masih banyak kurang baik untuknya.$ baik dari segi ekonomi maupun fisik.",Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
"Saya pernah merasa kurang bersyukur ketika mendapatkan nilai yang kurang memuaskan hanya karena satu mata pelajaran. Hal ini membuat saya merasa kesal dan gagal karena tidak dapat mengerjakan tugas dengan baik. Padahal saat itu, nilai saya termasuk baik dibandingkan teman-teman yang lain.","saya pernah merasa kurang bersyukur ketika mendapatkan nilai yang kurang memuaskan hanya karena satu mata pelajaran. hal ini membuat saya merasa kesal dan gagal karena tidak dapat mengerjakan tugas dengan baik. padahal saat itu, nilai saya termasuk baik dibandingkan teman-teman yang lain.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya merasa tidak dapat membantu teman saya dalam mengerjakan sesuatu,saya merasa tidak dapat membantu teman saya dalam mengerjakan sesuatu,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya pernah bertanya, kenapa dia bisa menghasilkan uang pada saat usianya sama dengan saya, sedangkan saya belum bisa","saya pernah bertanya, kenapa dia bisa menghasilkan uang pada saat usianya sama dengan saya, sedangkan saya belum bisa",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"saya pernah mendengar gosip tentang seorang rekan kerja yang ""tidak dapat diandalkan"" tanpa pernah berbicara langsung dengan rekan kerja tersebut atau mencari bukti yang falid.","saya pernah mendengar gosip tentang seorang rekan kerja yang ""tidak dapat diandalkan"" tanpa pernah berbicara langsung dengan rekan kerja tersebut atau mencari bukti yang falid.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"dulu saya selalu melaporkan semua nilai yang saya daptkan kepada orang tua saya, tetapi orang tua saya hanya melihat nilai yang jelek, jadi $saya selalu berpikir bahwa saya harus bisa mendapat nilai yang bagus agar saya dianggap anak yang pintar$","dulu saya selalu melaporkan semua nilai yang saya daptkan kepada orang tua saya, tetapi orang tua saya hanya melihat nilai yang jelek, jadi $saya selalu berpikir bahwa saya harus bisa mendapat nilai yang bagus agar saya dianggap anak yang pintar$",Should statement,Should statement,Ya,Should statement → Ya
tidak pernah mengalami nya,tidak pernah mengalami nya,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Nilai saya dalam mata pelajaran matematika dan aritmatika lainnya tidak memuaskan, sehingga membuat saya percaya bahwa saya tidak mempunyai kualitas.","nilai saya dalam mata pelajaran matematika dan aritmatika lainnya tidak memuaskan, sehingga membuat saya percaya bahwa saya tidak mempunyai kualitas.",Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
Saat saya ingin berkenalan dengan orang baru,saat saya ingin berkenalan dengan orang baru,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"$Saya banyak mendapat banyak pujian dari teman saya karena saya sudah lolos SNBP psikologi, namun ada yang selalu mengkritik saya bahwa ""psikologi itu mahal dan pertanyaan kenapa tidak mendapat beasiswa seperti dia"" sehingga pikiran saya ingin belajar sesuai minat saya itu kabur akibat komentar tersebut$","$saya banyak mendapat banyak pujian dari teman saya karena saya sudah lolos snbp psikologi, namun ada yang selalu mengkritik saya bahwa ""psikologi itu mahal dan pertanyaan kenapa tidak mendapat beasiswa seperti dia"" sehingga pikiran saya ingin belajar sesuai minat saya itu kabur akibat komentar tersebut$",Mental filter,Mental filter,Ya,Mental filter → Ya
"Setelah diperlakukan tidak baik oleh teman saya, saya mengatakan pada diri saya ""$seharusnya saya tidak terlalu mudah percaya pada orang$.""","setelah diperlakukan tidak baik oleh teman saya, saya mengatakan pada diri saya ""$seharusnya saya tidak terlalu mudah percaya pada orang$.""",Should statement,Should statement,Ya,Should statement → Ya
aku prenah berpikir $aku adalah orang yang gagal$ karena tidak bisa matematika sedangkan teman ku sangat pandai.,aku prenah berpikir $aku adalah orang yang gagal$ karena tidak bisa matematika sedangkan teman ku sangat pandai.,Labeling,All-or-nothing,Ya,Labeling → Ya
$Saya seharusnya dulu tidak malas belajar.$ Hal ini membuat saya berpikiran bahwa banyak hal sudah terlambat dan mengakibatkan saya tidak pernah memperbaiki hal-hal tersebut.,$saya seharusnya dulu tidak malas belajar.$ hal ini membuat saya berpikiran bahwa banyak hal sudah terlambat dan mengakibatkan saya tidak pernah memperbaiki hal-hal tersebut.,Should statement,Should statement,Ya,Should statement → Ya
"Saat lomba E-Sport di sekolah, kalah di final dan $saya merasa kalau saya penyebab kekalahan tersebut.$","saat lomba e-sport di sekolah, kalah di final dan $saya merasa kalau saya penyebab kekalahan tersebut.$",Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
Manfaat terbesar dari berbuat jujur adalah dapat dipercaya oleh orang lain dan membangun kepercayaan dari orang lain merupakan hal yang sulit. Membiasakan berbuat jujur akan menghindarkan kita dari segala macam fitnah sehingga hidup akan terasa lebih tentram.,manfaat terbesar dari berbuat jujur adalah dapat dipercaya oleh orang lain dan membangun kepercayaan dari orang lain merupakan hal yang sulit. membiasakan berbuat jujur akan menghindarkan kita dari segala macam fitnah sehingga hidup akan terasa lebih tentram.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya pernah putus dengan pacar saya dan menganggap bahwa $“jika bukan dia, saya tidak mau”.$","saya pernah putus dengan pacar saya dan menganggap bahwa $“jika bukan dia, saya tidak mau”.$",All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
Saya merasa telah melakukan kesalahan besar saat sedang presentasi ataupun berbicara di depan kelas padahal di mata teman² tidak ada kesalahan apapun yang saya lakukan.,saya merasa telah melakukan kesalahan besar saat sedang presentasi ataupun berbicara di depan kelas padahal di mata teman² tidak ada kesalahan apapun yang saya lakukan.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"$Semua orang memuji saya ketika tim saya memenangi sebuah perlombaan yang cukup bergengsi, namun nenek saya tidak pernah memuji saya dan bahkan mengkritisi saya dan menganggap apa yang saya perjuangkan merupakan hal yang sia-sia. Saya selalu menganggap itu secara negatif, saya mempertanyakan diri sendiri dan menganggap apakah saya hanya membuang-buang waktu$ atau saya memang sudah melakukan yang terbaik/memilih hal terbaik?","$semua orang memuji saya ketika tim saya memenangi sebuah perlombaan yang cukup bergengsi, namun nenek saya tidak pernah memuji saya dan bahkan mengkritisi saya dan menganggap apa yang saya perjuangkan merupakan hal yang sia-sia. saya selalu menganggap itu secara negatif, saya mempertanyakan diri sendiri dan menganggap apakah saya hanya membuang-buang waktu$ atau saya memang sudah melakukan yang terbaik/memilih hal terbaik?",Mental filter,Mental filter,Ya,Mental filter → Ya
